lon,lat,angle,lon_n,lat_n,angle_n
9.684662044481524,50.997991606301554,182.53529723060737,9.68430036445447,50.99796461318665,181.9677997043977
8.516057529933247,50.035410060794575,58.04411497730711,8.517278656933497,50.03589955005114,58.05552193645991
8.537073798557502,50.04381584757623,58.16881174146204,8.539724908190582,50.044873322074906,58.130651989839116
9.194240820710519,49.99694736203621,62.18672268907563,9.19766111195942,49.99805489083457,64.28873949579832
9.359341138657419,49.9172756401318,139.748049171566,9.360113804768623,49.91671766225332,136.92939604489578
6.815144067168606,51.47516356350311,166.89572864321607,6.81541969440678,51.47438944762973,167.97952261306534
6.857063116610418,51.349332536341485,121.04580559254327,6.858088644951831,51.348946974442875,121.28628495339547
6.896136341067745,51.29819577607708,174.33438256658596,6.89626775090219,51.297527685050454,171.8274818401937
11.46581469929361,48.20941008995211,250.04077025232402,11.45340537178061,48.20467859609845,264.88486055776895
11.419285557355344,48.17039741806086,224.26473684210526,11.40130703178444,48.15741526451225,217.17368421052632
11.368373107631207,48.116344466277596,247.19848484848487,11.356233182506369,48.11271191586656,245.60429292929294
11.299186546138092,48.09423995884275,253.42958579881656,11.297194242027055,48.09389482099325,256.8384615384615
11.203988154736383,48.08506440141573,258.6258320126783,11.197106239492769,48.0846205274741,270.3369255150555
11.1170147100664,48.07781279445834,258.3535087719298,11.111545675335574,48.076706514835315,248.28508771929825
9.946743240783904,49.75348234350252,63.813590757069015,9.954229280699252,49.755349758675166,85.89112192155672
11.795084473235752,48.36006086170725,263.29154929577464,11.794172056971078,48.359990791100955,263.53661971830985
11.77864808294392,48.358820612536874,263.29411764705884,11.777768262190063,48.358751550973516,263.3672268907563
11.777070801349808,48.35870019953594,263.47063492063495,11.776171187787735,48.358617655488004,258.1111111111111
10.454416346481194,48.03193835489145,279.9715771230503,10.452883205774814,48.03208743486281,276.7469670710572
10.3860355073648,48.037568456636826,275.7030769230769,10.37745553940448,48.03770906325094,265.56410256410254
6.987819366539867,51.10525844761155,178.68358797437162,6.987858199878541,51.10428141321557,178.34534253326763
7.1219218081502556,50.906641751798745,112.95704874835309,7.123114970507518,50.906322655146475,113.05895915678525
6.7625474691643,51.27129978625923,86.16284658040665,6.775117362868888,51.27672863266689,31.690573012938998
6.80373116666216,51.28689212712754,152.61543209876544,6.804753476796471,51.28551200165082,157.11851851851853
6.826810236762926,51.273304136348415,91.88758389261746,6.837044706658038,51.27443017312901,68.32114093959731
10.638837018150264,49.97772304349248,275.7845982142857,10.628502927035033,49.97844650326301,272.63089285714284
11.199673572902027,49.39574906584349,161.2133995037221,11.19999952773327,49.395121350300954,161.45285359801488
10.628993601042204,49.97793370285182,95.87484062898427,10.639116605211944,49.97729144355884,90.1974500637484
8.422046924183178,49.353517560812186,205.9759481961147,8.421595849388103,49.35292686704152,207.2523589269195
9.805456403160434,50.88318443356109,59.8758445945946,9.806392788297911,50.88351599381308,61.43378378378379
10.926552626642946,49.610351321634205,166.03463806970507,10.926832355426198,49.60956708976203,167.90364611260054
10.991916545399684,49.55970297317957,100.29594936708861,10.992947783093216,49.55956785971877,102.43544303797468
11.030525289722116,49.538326925264556,114.47383177570094,11.031513602032902,49.53803577480843,114.46168224299065
11.604835972103,50.87773773836308,48.95027888446215,11.612460095582335,50.88021596525128,85.24557768924302
9.923411738425495,51.673672970311046,19.01509067357513,9.923783026902948,51.674339285620555,19.129209844559586
10.177147852989433,52.03923977169447,25.171525215252153,10.177625587047464,52.039846868905755,26.3619926199262
10.531000046393363,52.236575726996975,102.35934684684685,10.536588704486562,52.23676896734963,60.129617117117114
10.557222505657863,52.24525646576754,59.975,10.565555148355042,52.24914237241465,49.517413793103444
10.671271293694437,52.25756674453914,73.48645833333333,10.672412278262048,52.25778189033317,72.34270833333333
10.713063752034751,52.284713256320295,23.539622641509432,10.713529291777645,52.28537051801849,23.391509433962263
10.998626265626111,52.21647881994917,121.3953488372093,10.999485460891991,52.21617929508012,118.2
11.757518880721353,48.14280927830684,169.2186577181208,11.757698153587489,48.1421471471361,170.23140939597315
11.662336119950297,48.02918116501072,216.6267391304348,11.661674752538394,48.02847619417169,208.19
